Hsig (m),Tp (s),Tm (s),Dp (deg),DpSpr (deg),Dm (deg),DmSpr (deg),QF_waves,WindSpeed (m/s),WindDirec (deg),,
2.11,10.24,7.78,209.399,27.58,215.156,32.721,1,6.4,245,14.5,1
2.01,10.24,7.74,211.924,29.137,217.56,33.66,1,6.8,245,,
2.05,10.24,8.1,210.349,28.708,214.712,32.816,1,6,228,14.48,1
1.96,10.24,7.92,209.086,28.679,215.664,33.744,1,5.6,240,,
2,11.36,8.04,207.581,32.597,213.982,36.304,1,5.2,165,14.48,1
2.09,10.24,8.24,207.585,27.536,212.928,32.795,1,4.4,245,,
2.06,10.24,8.18,205.777,26.857,212.574,32.895,1,4.4,245,14.44,1
2.01,10.24,8.06,220.787,34.518,219.513,35.351,1,4,240,,
2.12,10.24,8.38,212.559,28.171,216.748,33.571,1,3.6,262,14.38,1
2.05,10.24,8.38,209.443,33.676,214.713,37.166,1,2.8,222,,
2.04,10.24,8.3,194.235,34.483,208.933,39.551,1,3.2,257,14.34,1
1.99,9.3,8.08,203.552,33.236,211.915,37.335,1,3.2,274,,
2.1,11.36,8.7,205.67,26.15,211.693,34.68,1,3.2,285,14.3,1
1.92,11.36,8.28,203.89,30.133,211.663,36.505,1,2.8,228,,
1.97,10.24,8.66,202.668,25.567,214.519,35.729,1,2.4,240,14.3,1
2.06,11.36,8.82,207.649,25.42,213.001,35.205,1,2.4,217,,
1.91,10.24,8.92,203.641,31.558,214.552,36.881,1,2,228,14.3,1
2,10.24,9.12,194.287,29.495,212.979,37.434,1,5.2,125,,
1.9,11.36,8.82,205.13,32.627,213.389,38.632,1,5.2,102,14.26,1
1.98,10.24,9.16,191.959,29.957,210.314,38.956,1,5.6,74,,
2,10.24,8.88,188.466,31.39,203.575,39.483,1,5.6,97,14.24,1
2.12,17.06,9.44,232.712,20.263,212.673,35.375,1,5.6,200,,
1.97,17.06,9.28,235.217,22.399,210.294,40.832,1,6,108,14.24,1
2.32,17.06,9.74,237.101,19.341,211.9,37.143,1,6.8,131,,
2.12,17.06,9.6,233.402,18.82,213.549,38.908,1,6.4,177,14.22,1
2.23,17.06,10.1,232.584,19.386,216.63,36.869,1,6.8,102,,
2.02,17.06,9.24,237.306,24.995,210.964,42.136,1,6.8,102,14.22,1
2,17.06,8.84,234.956,27.652,208.545,40.783,1,6,102,,
2.09,17.06,9.48,233.559,23.626,213.342,39.745,1,7.2,102,14.2,1
2.08,17.06,9.44,231.379,25.355,206.927,39.531,1,6.4,97,,
2.31,17.06,10.08,236.063,19.216,215.068,37.181,1,6,108,14.16,1
2.12,17.06,9.96,235.758,21.526,215.189,40.808,1,7.2,97,,
2.04,17.06,9.64,233.605,26.103,212.928,41.814,1,6,97,14.18,1
2.11,17.06,10.1,237.746,21.364,217.569,41.515,1,6.4,68,,
2.01,17.06,9.4,239.48,27.195,220.322,47.759,1,6.4,68,14.28,1
2.18,17.06,9.02,237.73,23.048,221.136,48.888,1,8,45,,
2.1,17.06,8.94,239.159,20.155,227.215,49.553,1,6.8,34,14.3,1
2.21,17.06,8.36,240.743,19.839,234.334,53.853,1,8.4,17,,
2.19,17.06,8.42,235.347,20.626,234.764,52.335,1,7.6,11,14.32,1
2.15,17.06,8.28,233.893,22.102,231.023,52.533,1,7.2,0,,
2.33,17.06,9.08,236.77,18.932,234.265,45.024,1,8.4,354,14.34,1
2.25,17.06,9.18,239.825,20.277,236.64,43.956,1,6.8,348,,
2.18,17.06,9.16,239.494,22.572,232.553,44.429,1,6.8,342,14.48,1
2.16,17.06,9.34,236.025,22.142,226.34,43.682,1,5.6,354,,
2.15,17.06,9.92,239.349,17.927,228.067,39.521,1,4.8,325,14.76,1
2.24,17.06,10.1,239.718,21.364,226.692,38.655,1,4.8,337,,
2.26,14.62,10.32,239.529,16.977,229.01,37.928,1,6,314,14.82,1
2.36,17.06,10.94,239.177,17.399,231.628,34.337,1,5.6,320,,
2.39,14.62,10.88,238.075,16.329,230.369,34.386,1,4.8,251,15.6,1
2.28,17.06,10.86,239.953,15.287,230.73,34.668,1,4,5,,
2.12,14.62,10.56,238.285,16.306,227.477,36.257,1,3.2,337,16.52,1
2.04,14.62,10.26,235.947,19.399,225.151,37.492,1,3.6,337,,
2.33,14.62,10.42,238.276,18.459,227.314,35.824,1,3.2,342,16.64,1
2.29,14.62,10.58,238.515,16.549,227.208,35.575,1,2.4,11,,
2.06,14.62,10.44,235.612,20.722,224.194,37.425,1,2,34,16.72,1
2.4,14.62,11.3,237.724,14.82,228.642,33.705,1,3.2,320,,
2.28,14.62,11.52,238.986,15.421,232.456,31.697,1,2.4,0,16.4,1
2.09,14.62,10.72,239.128,19.347,225.202,37.793,1,2,11,,
2.23,14.62,11.42,237.167,16.015,230.041,32.24,1,2.8,308,15.96,1
2.25,14.62,11.5,238.331,17.512,231.08,32.23,1,1.6,17,,
2.47,14.62,12.02,239.248,17.743,234.162,29.419,1,2.4,302,15.7,1
2.15,14.62,11.32,238.669,14.459,231.186,31.058,1,1.2,28,,
2.1,14.62,11.02,234.834,18.646,227.283,33.125,1,1.6,85,15.58,1
2.15,14.62,11.68,241.844,19.067,233.61,32.381,1,2,331,,
2.57,14.62,12.44,236.083,16.9,232.674,27.469,1,1.6,45,15,1
2.51,14.62,12.4,237.493,16.488,232.349,28.608,1,1.6,51,,
2.47,14.62,12.16,236.423,15.529,232.689,27.046,1,0.8,291,14.94,1
2.41,14.62,12.12,238.001,18.772,233.684,29.234,1,1.6,268,,
2.18,14.62,11.36,240.219,18.015,235.495,30.574,1,1.6,234,14.84,1
2.43,14.62,11.48,238.3,17.668,236.151,28.159,1,5.2,297,,
2.39,14.62,10.94,235.047,18.661,235.769,30.11,1,6.4,285,14.86,1
2.26,14.62,10.12,239.016,20.48,236.591,33.499,1,7.6,285,,
2.3,12.8,9.08,242.106,19.458,238.734,36.705,1,8,297,14.62,1
2.51,12.8,8.52,236.147,17.923,237.615,36.458,1,9.6,285,,
2.51,12.8,7.34,237.364,23.826,245.445,40.676,1,9.2,285,14.36,1
2.82,14.62,7.5,232.746,20.918,249.102,40.665,1,10,291,,
3.02,14.62,7.36,230.42,22.623,253.06,41.734,1,10,297,14.3,1
3.09,14.62,7.26,234.852,27.518,255.833,42.345,1,9.6,302,,
3.27,12.8,7.34,236.757,29.394,255.886,44.566,1,11.6,285,14.22,1
3.39,6.4,7.02,271.539,32.708,261.539,43.068,1,8,285,,
3.29,14.62,7.16,234.492,29.012,257.927,42.897,1,8.4,291,14.2,1
3.57,7.3,7.48,271.444,30.999,259.444,39.886,1,9.2,280,,
3.52,7.3,7.18,278.83,30.356,261.334,41.346,1,8.4,274,14.16,1
3.79,7.86,7.4,267.073,30.173,260.045,42.146,1,14,274,,
4.22,7.86,7.7,267.886,28.706,257.131,39.023,1,12.4,274,14.14,1
4,8.52,7.72,261.64,30.257,255.654,37.218,1,7.6,280,,
4.32,8.52,8.02,265.507,34.028,257.479,41.714,1,6.4,331,14.2,1
4.13,8.52,7.52,266.577,29.481,256.456,38.673,1,9.6,262,,
4.46,9.3,8.12,255.269,25.68,254.516,34.707,1,10.8,262,14.18,1
4.32,9.3,8.04,260.825,29.834,256.894,43.211,1,9.2,274,,
4.19,9.3,7.86,262.309,27.62,257.121,36.401,1,12,262,14.28,1
4.16,9.3,7.76,254.221,27.988,257.249,36.886,1,11.6,257,,
4.1,9.3,8,259.634,26.087,255.663,35.02,1,6.8,291,14.34,1
3.94,10.24,7.7,253.114,26.651,257.251,36.075,1,6.8,337,,
3.99,10.24,7.72,259.129,25.39,259.491,35.387,1,12.8,262,14.36,1
4.1,9.3,7.92,262.906,27.292,260.183,38.028,1,11.2,257,,
4.27,10.24,8.56,256.813,26.186,258.486,40.174,1,12.4,257,14.46,1
3.91,10.24,7.74,256.901,27.574,257.593,36.172,1,10.4,251,,
3.87,10.24,7.78,258.829,29.455,257.479,36.412,1,8.8,251,14.5,1
3.75,9.3,7.84,258.048,24.809,257.011,35.822,1,9.2,251,,
3.69,10.24,7.9,257.431,25.832,256.594,36.518,1,9.6,257,14.52,1
3.4,11.36,7.54,253.445,26.209,256.325,37.155,1,9.2,245,,
3.61,10.24,7.94,263.24,23.833,256.888,34.088,1,8.8,251,14.52,1
3.58,10.24,8.38,257.38,29.939,254.703,44.361,1,8.8,274,,
3.52,11.36,8.08,254.24,23.744,253.441,36.001,1,7.2,268,14.48,1
3.2,11.36,7.48,253.906,28.301,255.896,36.394,1,9.6,257,,
3.47,10.24,8.06,256.268,26.433,251.845,34.19,1,8.4,274,14.44,1
3.35,10.24,7.9,253.893,24.904,252.401,35.779,1,8.4,280,,
3.52,10.24,8,255.814,24.919,255.274,33.725,1,9.6,257,14.46,1
3.43,11.36,7.86,247.867,24.213,248.904,33.837,1,10.4,251,,
3.43,10.24,7.94,253.43,24.069,252.65,34.737,1,10,257,14.48,1
3.54,10.24,8.1,253.312,22.553,252.033,33.072,1,8.8,262,,
3.1,10.24,7.6,251.525,26.691,248.42,36.24,1,10,251,14.46,1
3.25,10.24,7.84,253.71,26.614,250.145,34.078,1,8,262,,
3.59,10.24,8.32,254.363,25.704,250.378,32.872,1,8.8,257,14.44,1
3.27,10.24,7.86,249.106,26.436,248.3,34.419,1,10.4,251,,
3.3,10.24,7.94,258.038,24.27,250.143,32.957,1,9.2,251,14.44,1
3.26,9.3,7.74,247.492,27.654,244.252,33.599,1,8.4,274,,
3.52,9.3,7.92,249.715,29.076,245.043,32.311,1,7.6,222,14.48,1
3.23,10.24,7.92,247.409,26.168,246.615,33.653,1,8,257,,
3.19,10.24,7.86,248.782,26.713,247.03,32.752,1,8,262,14.48,1
2.97,10.24,7.66,253.856,26.944,247.791,34.641,1,8.4,251,,
3.04,10.24,7.68,251.449,23.104,246.819,33.465,1,8,257,14.46,1
2.85,10.24,7.38,253.046,27.479,248.031,35.56,1,8,268,,
2.88,9.3,7.34,249.666,27.345,247.245,33.513,1,8,234,14.46,1
3,9.3,7.52,250.8,28.089,245.969,33.356,1,8.4,257,,
2.96,9.3,7.42,247.63,26.082,246.317,32.942,1,9.2,245,14.46,1
2.88,9.3,7.42,252.255,25.872,245.187,33.483,1,8.4,251,,
2.54,9.3,7.14,251.565,29.713,245.614,35.785,1,7.2,217,14.5,1
2.68,9.3,7.22,246.423,30.815,242.72,35.672,1,7.2,251,,
2.6,9.3,7.32,248.482,28.13,245.024,34.42,1,8.8,257,14.54,1
2.6,9.3,7.28,248.921,29.85,245.264,35.479,1,8,251,,
2.7,9.3,7.36,248.612,24.844,245.266,31.582,1,6.8,240,14.62,1
2.51,9.3,7.5,244.42,29.791,243.011,33.69,1,7.2,251,,
2.42,9.3,7.42,249.65,30.303,243.283,33.777,1,7.2,245,14.64,1
2.29,9.3,7.18,250.879,28.378,244.173,34.899,1,6.8,245,,
2.36,9.3,7.28,250.542,29.698,243.312,34.741,1,8,268,14.72,1
2.18,9.3,7.16,248.854,27.022,244.74,35.659,1,7.6,280,,
2.14,9.3,7.24,250.839,25.316,244.12,35.873,1,7.6,320,14.76,1
2.03,9.3,7.12,253.288,31.041,245.729,38.412,1,7.6,297,,
2.1,10.24,7.46,246.709,28.912,243.59,35.436,1,6,257,14.8,1
2.17,9.3,7.48,248.867,27.286,243.435,35.638,1,6.4,262,,
2.06,9.3,7.18,250.299,27.892,244.276,35.871,1,6.8,291,14.88,1
2.08,9.3,7.16,252.79,27.821,244.617,35.783,1,6.4,285,,
1.96,9.3,7.14,252.478,28.834,244.919,36.841,1,6,274,14.9,1
2.23,9.3,7.76,250.972,26.069,244.565,32.195,1,6.4,262,,
1.89,9.3,7.12,250.281,29.311,242.646,36.82,1,6.4,262,14.96,1
2.05,9.3,7.34,242.295,28.202,240.247,35.36,1,6,291,,
2.14,9.3,7.72,249.322,23.441,244.654,37.924,1,7.6,348,14.9,1
2.17,10.24,7.36,250.111,23.798,245.775,33.965,1,6.8,331,,
1.92,8.52,7,253.451,30.902,245.313,36.198,1,7.2,245,14.84,1
2.31,9.3,7.88,247.717,24.65,242.745,32.954,1,6.8,245,,
2.05,11.36,7.38,242.763,26.265,242.238,34.724,1,6.8,251,14.8,1
2.27,9.3,7.72,251.757,22.749,243.642,31.626,1,6,240,,
2.16,9.3,7.7,249.952,28.274,243.916,33.044,1,6,245,14.8,1
2.26,9.3,7.88,244.705,27.16,241.448,31.936,1,4.8,234,,
2.19,10.24,7.82,244.921,21.879,245.399,30.886,1,5.2,245,14.76,1
2.35,9.3,8.14,248.664,23.461,242.467,30.926,1,4.4,291,,
2.26,9.3,7.84,242.644,27.228,239.758,31.169,1,3.6,205,14.72,1
2.26,9.3,7.82,250.283,25.851,245.836,31.867,1,3.6,211,,
2.18,9.3,8,245.128,27.139,242.925,32.87,1,4,228,14.68,1
2.34,9.3,8.16,248.06,25.626,244.557,31.519,1,3.6,222,,
2.29,10.24,8.26,248.367,22.132,247.827,32.494,1,3.2,182,14.74,1
2.22,10.24,8.16,247.984,22.847,246.085,32.253,1,2.8,205,,
2.34,10.24,8.38,243.187,24.579,246.091,31.487,1,3.2,234,14.72,1
2.25,10.24,8.06,245.325,25.434,246.238,31.476,1,2.8,205,,
2.36,9.3,8.38,252.366,24.746,247.08,31.812,1,2.8,234,14.74,1
2.24,10.24,8.34,246.096,28.568,244.467,33.849,1,2.4,222,,
2.18,10.24,8.1,249.326,27.359,246.038,34.536,1,6.4,74,14.74,1
2.14,10.24,8.18,246.696,24.734,243.126,35.232,1,6,108,,
1.9,10.24,8.24,243.916,27.497,242.814,35.634,1,4.8,68,14.72,1
2.15,8.52,8.38,245.71,25.235,243.315,33.047,1,2,177,,
1.97,11.36,8.58,245.699,24.66,244.817,34.801,1,2,205,14.68,1
2.05,11.36,8.64,248.221,22.612,247.203,33.901,1,4.8,120,,
2.1,11.36,8.62,246.697,23.725,246.01,34.621,1,5.6,57,14.66,1
2.12,10.24,8.72,248.734,21.05,245.863,31.775,1,4.8,62,,
2.03,10.24,8.82,244.802,25.911,244.467,33.849,1,4.4,85,14.72,1
1.98,11.36,9.28,241.917,19.739,242.11,31.33,1,3.6,51,,
1.84,11.36,9.26,240.039,25.575,242.932,31.759,1,2.8,57,14.78,1
2.03,11.36,9.48,242.081,22.213,243.204,29.27,1,1.2,165,,
2.03,11.36,9.22,243.82,24.224,243.552,30.985,1,5.2,5,14.78,1
1.94,11.36,8.78,244.812,21.754,246.623,33.865,1,6.4,40,,
1.86,11.36,8.2,241.34,26.033,244.017,38.499,1,6.4,5,14.8,1
1.95,12.8,8.72,242.002,21.948,244.054,35.432,1,6,28,,
2.04,11.36,8.92,242.636,19.851,245.028,33.059,1,5.6,34,14.84,1
2.01,11.36,9.42,242.716,19.781,244.983,30.579,1,3.6,5,,
1.86,11.36,9.34,245.246,21.922,244.424,32.86,1,3.6,0,15.18,1
2.12,11.36,9.96,241.928,21.347,242.954,27.393,1,3.2,51,,
2.16,12.8,10,241.262,18.937,242.978,28.32,1,3.2,5,15.36,1
1.99,12.8,9.58,239.388,21.576,243.957,29.897,1,3.6,354,,
2.19,11.36,10,240.379,17.882,242.194,27.055,1,4,28,15.54,1
1.93,11.36,9.7,243.463,25.157,242.934,31.304,1,3.2,0,,
1.99,12.8,10,245.015,17.903,243.749,28.373,1,2.4,28,16.16,1
1.86,12.8,9.66,245.271,19.567,245.216,28.976,1,2.4,17,,
1.98,12.8,9.88,244.534,20.756,245.425,27.904,1,2,17,17.76,1
1.99,12.8,9.96,244.068,18.118,245.159,27.296,1,2,28,,
2.21,12.8,10.22,239.684,18.313,241.729,26.169,1,1.6,11,16.84,1
1.96,12.8,10.02,244.385,18.184,245.723,27.259,1,1.6,28,,
2.05,12.8,10.16,242.112,18.707,243.94,26.595,1,2,34,16.82,1
2.34,12.8,10.36,242.337,16.608,243.655,24.048,1,1.2,57,,
1.97,12.8,10.08,243.54,17.728,244.765,27.472,1,2,51,16.32,1
2.14,12.8,10.18,242.724,17.876,243.659,26.327,1,1.2,22,,
2.36,12.8,10.72,242.449,14.979,243.762,22.947,1,1.2,62,16.44,1
2.11,12.8,9.94,243.086,20.987,244.502,26.58,1,1.6,34,,
2.31,11.36,10.22,241.169,17.993,240.963,25.332,1,1.6,28,16.08,1
2.17,12.8,10.36,240.336,18.815,241.285,25.974,1,2,22,,
2.19,12.8,10.52,243.144,18.901,241.957,25.85,1,1.6,11,15.5,1
2.37,12.8,10.26,244.151,19.192,243.797,25.775,1,2,17,,
2.1,12.8,10.4,240.761,18.724,240.649,29.933,1,1.6,40,15.62,1
1.88,12.8,10.06,237.909,25.18,239.868,32.089,1,3.2,228,,
1.84,11.36,9.72,241.081,22.07,241.931,31.414,1,2.8,74,15.18,1
2.1,12.8,10.16,239.13,22.891,241.713,30.524,1,4.4,194,,
2.24,12.8,10.64,243.086,20.987,242.146,28.701,1,4.4,62,14.94,1
2.22,11.36,10.2,237.617,21.865,236.034,31.893,1,5.2,177,,
2.51,12.8,10.72,240.15,22.477,241.02,29.036,1,3.6,68,14.9,1
2.5,12.8,11.14,238.944,20.182,238.785,28.19,1,4,45,,
2.37,12.8,11,236.023,22.659,236.184,29.668,1,4.4,137,14.88,1
2.52,14.62,11.52,235.485,16.016,237.302,26.616,1,4.4,137,,
3.12,12.8,11.78,240.957,16.112,239.619,24.778,1,4.8,108,14.8,1
2.72,12.8,11.18,238.396,21.314,238.736,29.822,1,4.4,137,,
3.02,14.62,11.08,240.735,17.032,241.233,27.16,1,5.6,137,14.76,1
2.83,12.8,11.16,244.216,21.383,241.405,29.889,1,5.2,125,,
3.23,12.8,11.6,242.858,17.059,239.937,26.174,1,5.2,28,14.72,1
3.23,14.62,11.54,237.784,16.411,237.543,26.338,1,5.2,51,,
3.08,12.8,11.6,239.983,19.211,237.588,28.605,1,4.8,28,14.74,1
3.31,14.62,11.64,240.436,16.026,240.588,25.914,1,6,45,,
3.53,14.62,11.76,238.236,16.202,238.384,25.778,1,6.4,5,14.72,1
3.54,14.62,12.04,237.976,16.12,236.827,25.571,1,6.4,45,,
4.17,14.62,12.6,239.273,12.634,238.155,21.992,1,5.6,354,14.76,1
3.59,14.62,11.9,238.523,17.234,236.9,26.257,1,6,0,,
3.34,14.62,11.34,238.226,18.367,236.886,30.051,1,7.2,57,14.78,1
3.59,14.62,11.84,235.44,18.825,235.567,28.277,1,6.8,45,,
3.9,14.62,12.04,237.631,15.359,237.902,25.912,1,6.8,34,14.86,1
4.32,17.06,13,236.31,15.757,239.183,23.763,1,6,5,,
4.39,14.62,12.66,239.285,14.837,237.982,22.917,1,6,354,14.98,1
4.29,17.06,12.82,234.638,14.914,236.749,22.93,1,5.6,354,,
4.68,14.62,13.1,238.68,13.956,237.759,21.027,1,6,354,15.1,1
4.21,14.62,12.66,237.735,16.307,238.034,24.272,1,5.6,17,,
4.73,14.62,13.18,238.878,13.063,237.639,20.65,1,6,354,15.18,1
4.77,14.62,13,236.406,13.637,236.293,21.158,1,5.6,11,,
4.25,14.62,12.7,237.564,14.954,236.511,22.224,1,5.6,348,15.28,1
4.16,17.06,12.9,234.118,15.379,237.969,23.226,1,6.8,331,,
4.24,17.06,12.64,232.76,14.593,237.128,24.131,1,8.4,302,15.14,1
4.16,17.06,11.86,231.083,17.693,237.562,26.506,1,8,302,,
4.45,17.06,11.46,232.161,16.351,239.187,26.728,1,8,297,15.04,1
4.07,17.06,10.66,232.863,15.156,241.466,28.314,1,8.8,297,,
3.76,14.62,9.48,238.641,18.707,245.715,31.784,1,8.8,285,14.96,1
4.48,14.62,11.28,237.73,15.581,240.673,25.867,1,8.8,297,,
4.19,17.06,11.24,233.65,14.096,240.294,26.433,1,6.8,22,14.92,1
4.19,17.06,11.14,230.409,14.528,237.25,26.551,1,10,291,,
4.3,17.06,11.28,234.557,14.965,240.271,26.267,1,10,285,14.88,1
3.74,14.62,10.66,236.066,17.316,240.271,29.072,1,8.8,297,,
4.02,17.06,11.3,229.284,17.553,236.625,27.062,1,7.6,297,14.84,1
3.94,17.06,11.44,233.938,16.9,239.563,26.455,1,6.8,291,,
3.97,17.06,11.5,230.022,17.1,237.34,26.947,1,8,291,14.84,1
3.74,17.06,10.9,232.058,17.99,238.754,27.618,1,8.4,274,,
3.76,17.06,11.24,231.431,15.651,237.605,25.685,1,8.4,280,14.82,1
3.58,17.06,11.28,232.089,18.726,238.723,27.034,1,7.2,268,,
3.65,14.62,11.18,236.163,17.521,238.767,26.665,1,7.2,285,14.82,1
3.66,17.06,11.5,233.718,17.542,238.213,25.859,1,8,257,,
3.72,14.62,11.22,232.006,18.756,235.388,26.484,1,7.6,245,14.82,1
4.17,17.06,12.08,230.776,15.896,235.359,23.642,1,6.4,68,,
3.71,14.62,11.5,233.9,16.085,236.583,24.472,1,7.2,251,14.82,1
3.65,14.62,11.22,231.467,15.49,234.433,25.303,1,6.8,245,,
3.67,14.62,11.32,232.492,15.187,234.907,24.582,1,7.2,245,14.82,1
3.45,14.62,10.84,234.715,17.299,237.683,26.366,1,7.2,234,,
3.44,14.62,10.48,233.908,17.969,236.83,26.02,1,6.8,245,14.82,1
3.27,14.62,9.94,230.825,20.956,234.745,28.779,1,7.6,234,,
3.83,14.62,10.62,231.875,15.319,234.877,24.216,1,8.4,222,14.82,1
3.64,14.62,10.16,236.31,17.163,236.31,25.784,1,6.8,291,,
3.69,14.62,10.34,233.89,19.213,234.484,27.467,1,7.6,211,14.82,1
3.88,14.62,10.14,231.074,17.437,232.793,25.982,1,8,200,,
3.59,14.62,9.38,235.008,19.407,234.908,28.569,1,8,194,14.82,1
3.97,14.62,10.14,233.189,16.994,234.092,26.042,1,8.4,194,,
4,14.62,10.22,236.326,16.037,236.516,25.154,1,7.2,194,14.82,1
4.06,14.62,10.16,239.731,17.355,237.144,26.42,1,8.8,200,,
3.71,14.62,9.56,235.416,17.036,234.042,27.599,1,6,274,14.84,1
3.95,14.62,10.4,236.848,17.615,236.588,26.295,1,6,188,,
3.31,14.62,9.3,235.763,20.423,233.882,29.881,1,6,194,14.88,1
3.8,14.62,10.14,237.832,18.256,236.679,27.55,1,6.4,194,,
3.83,14.62,10.1,237.636,16.095,235.379,25.421,1,5.2,114,14.92,1
3.72,14.62,10.44,234.338,18.888,234.024,26.845,1,5.6,194,,
3.62,14.62,10.3,236.079,19.447,235.049,27.202,1,5.2,200,14.96,1
3.79,14.62,10.44,237.74,17.001,236.877,25.184,1,5.2,171,,
3.49,14.62,10.18,240.655,17.104,236.275,27.617,1,6.4,154,15.02,1
3.79,14.62,10.28,239.4,18.018,236.468,27.293,1,6.4,154,,
3.58,14.62,10.34,238.491,14.301,235.644,27.253,1,6,154,15.08,1
3.51,14.62,10.14,236.31,18.462,234.945,28.477,1,6.4,148,,
3.33,14.62,9.72,239.91,18.896,234.531,30.772,1,6.4,165,15.06,1
3.35,12.8,9.78,240.203,20.123,235.189,30.362,1,6.8,142,,
2.95,14.62,9.4,239.28,24.96,231.469,34.759,1,7.2,142,15.04,1
3.35,14.62,9.66,237.901,18.589,235.411,29.836,1,6.4,142,,
3.67,14.62,10.08,236.326,15.298,233.231,27.073,1,7.2,148,15.06,1
3.49,14.62,10.14,239.361,18.56,233.676,30.163,1,7.6,142,,
3.26,14.62,9.56,240.405,21.994,233.371,32.855,1,7.6,137,14.98,1
3.59,14.62,10.56,239.464,14.981,234.462,27.724,1,6.8,137,,
3.05,14.62,9.16,244.677,21.762,232.179,33.978,1,7.2,148,14.98,1
3.22,14.62,9.32,238.095,18.331,231.548,32.152,1,7.2,154,,
3.07,12.8,9.3,237.772,20.684,229.15,33.317,1,7.2,131,14.96,1
3.13,14.62,9.54,236.899,18.356,229.189,32.201,1,8.4,125,,
3.07,14.62,9.3,243.33,17.808,230.168,34.278,1,6.4,200,14.9,1
3.02,14.62,9.24,238.526,16.111,229.904,32.328,1,8,125,,
2.73,12.8,8.46,236.158,23.203,223.298,37.035,1,7.6,125,14.88,1
2.93,12.8,8.92,235.897,19.896,226.061,34.253,1,7.6,120,,
2.77,14.62,8.78,234.055,19.139,224.505,36.196,1,8,114,14.86,1
2.56,12.8,8.28,235.491,24.168,221.76,38.814,1,7.6,120,,
2.58,12.8,8.18,236.293,20.603,221.372,39.311,1,6.4,137,14.84,1
2.69,14.62,8.48,240.19,16.684,224.846,38.801,1,7.6,125,,
2.77,12.8,8.44,237.671,20.518,223.149,38.825,1,8,120,14.82,1
2.83,12.8,8.66,238.504,16.976,224.184,38.264,1,8.4,131,,
2.69,12.8,8.48,239.549,17.234,224.115,39.604,1,6.8,222,14.8,1
2.61,12.8,7.88,237.427,21.214,218.387,41.453,1,6.8,137,,
2.54,12.8,8.1,239.942,20.992,221.868,41.808,1,6.8,137,14.8,1
2.77,12.8,8.6,235.316,17.495,220.555,37.588,1,6.8,142,,
2.34,12.8,8,241.323,20.333,223.069,41.425,1,6.4,142,14.82,1
2.44,12.8,8.24,237.832,18.256,220.089,39.781,1,6.8,114,,
2.41,12.8,8.16,236.871,19.713,218.529,41.634,1,7.6,102,14.8,1
2.42,12.8,8.02,240.042,18.919,221.608,42.548,1,9.6,91,,
2.22,12.8,7.4,240.104,23.226,212.597,45.675,1,7.2,108,14.8,1
2.32,12.8,8.04,235.612,20.722,215.831,43.533,1,8,102,,
2.34,12.8,8.3,235.982,18.651,219.901,40.162,1,7.2,102,14.78,1
2.34,12.8,8.42,239.633,18.225,221.806,39.97,1,7.2,102,,
2.31,12.8,8.3,245.501,20.895,223.241,42.832,1,6.8,108,14.84,1
2.2,12.8,7.98,239.765,22.614,218.373,44.327,1,7.2,125,,
2.15,12.8,8.04,240.27,20.766,216.275,44.588,1,7.2,97,14.92,1
2.22,12.8,8.28,238.796,23.081,216.173,43.846,1,4,137,,
2.18,12.8,8.18,241.26,20.953,218.749,45.433,1,6.8,91,15.02,1
2.38,12.8,8.58,240.559,16.49,221.823,41.642,1,6,91,,
2.22,12.8,8.46,240.026,19.662,220.439,43.423,1,6.8,97,15.2,1
2.12,12.8,8.42,240.248,20.554,220.204,42.93,1,6,137,,
1.96,12.8,8.2,243.515,20.505,221.56,45.037,1,3.6,137,15.3,1
2.13,12.8,8.46,240.24,20.899,221.829,43.458,1,5.6,120,,
2.11,12.8,8.44,237.556,20.698,219.333,42.264,1,4,137,15.42,1
2.05,12.8,7.88,242.558,23.734,217.304,46.478,1,6.8,131,,
1.97,12.8,7.5,239.809,22.999,213.385,47.065,1,6.4,125,15.54,1
1.97,12.8,7.82,236.765,22.617,215.179,45.197,1,6.8,125,,
1.95,11.36,8.12,240.018,20.023,221.155,45.065,1,5.6,131,15.74,1
1.94,12.8,8.26,239.286,22.28,219.775,44.51,1,6.4,137,,
1.81,12.8,7.76,240.753,24.797,217.057,47.232,1,6.4,125,15.78,1
1.85,12.8,7.74,240.202,22.548,215.052,45.534,1,6,131,,
1.68,12.8,7.38,242.221,27.215,212.338,48.396,1,5.6,131,15.84,1
1.68,11.36,7.46,239.047,23.741,212.574,46.677,1,5.6,137,,
1.67,12.8,7.58,243.906,25.039,216.718,47.096,1,6.4,160,15.76,1
1.75,12.8,8.26,237.816,21.649,219.483,43.501,1,5.2,142,,
1.62,12.8,7.8,240.611,28.25,213.781,45.684,1,6,154,15.66,1
1.79,12.8,8.38,240.106,20.88,220.891,41.855,1,4,137,,
1.71,11.36,8.36,240.151,21.295,221.564,41.463,1,4,148,15.54,1
1.69,12.8,8.54,240.825,18.029,222.812,41.141,1,2.8,137,,
1.61,12.8,8.28,237.152,22.528,214.911,41.485,1,2.4,148,15.5,1
1.56,11.36,8.5,236.428,23.28,218.097,42.075,1,2,148,,
1.42,12.8,7.8,245.199,26.275,212.566,46.024,1,1.6,154,15.56,1
1.66,11.36,8.42,242.072,20.322,220.895,41.032,1,2,142,,
